event_id,event_time,user_id,session_id,event,product_category,price,city,acq_channel,platform
44675,2025-07-11 17:03:26,943,943-20250711-0,visit,,,Odesa,referral,ios
44681,2025-07-11 17:04:07,943,943-20250711-0,view_product,A,,Odesa,referral,ios
14422,2025-07-11 17:04:41,302,302-20250711-1,view_product,C,,Kyiv,referral,web
44680,2025-07-11 17:07:30,943,943-20250711-0,view_product,C,,Odesa,referral,ios
44678,2025-07-11 17:08:39,943,943-20250711-0,view_product,B,,Odesa,referral,ios
47316,2025-07-11 17:09:04,991,991-20250711-0,visit,,,Kyiv,ads,android
44677,2025-07-11 17:09:20,943,943-20250711-0,view_product,B,,Odesa,referral,ios
47317,2025-07-11 17:09:59,991,991-20250711-0,view_product,A,,Kyiv,ads,android
44679,2025-07-11 17:11:15,943,943-20250711-0,view_product,C,,Odesa,referral,ios
36527,2025-07-11 17:11:44,780,780-20250711-0,add_to_cart,B,,Kharkiv,referral,web
44676,2025-07-11 17:12:37,943,943-20250711-0,view_product,A,,Odesa,referral,ios
44682,2025-07-11 17:13:28,943,943-20250711-0,add_to_cart,C,,Odesa,referral,ios
47318,2025-07-11 17:17:23,991,991-20250711-0,view_product,B,,Kyiv,ads,android
47319,2025-07-11 17:26:54,991,991-20250711-0,add_to_cart,A,,Kyiv,ads,android
47320,2025-07-11 17:27:03,991,991-20250711-0,purchase,A,38.5,Kyiv,ads,android
16620,2025-07-11 17:36:19,354,354-20250711-0,visit,,,Lviv,organic,ios
16623,2025-07-11 17:37:20,354,354-20250711-0,view_product,B,,Lviv,organic,ios
16622,2025-07-11 17:39:23,354,354-20250711-0,view_product,A,,Lviv,organic,ios
16624,2025-07-11 17:42:00,354,354-20250711-0,view_product,A,,Lviv,organic,ios
42377,2025-07-11 17:42:25,902,902-20250711-0,visit,,,Odesa,organic,web
42380,2025-07-11 17:44:49,902,902-20250711-0,view_product,A,,Odesa,organic,web
16621,2025-07-11 17:44:58,354,354-20250711-0,view_product,B,,Lviv,organic,ios
42378,2025-07-11 17:48:35,902,902-20250711-0,view_product,C,,Odesa,organic,web
42379,2025-07-11 17:48:39,902,902-20250711-0,view_product,B,,Odesa,organic,web
42382,2025-07-11 17:48:52,902,902-20250711-0,view_product,C,,Odesa,organic,web
42381,2025-07-11 17:49:07,902,902-20250711-0,view_product,A,,Odesa,organic,web
16625,2025-07-11 17:55:38,354,354-20250711-0,add_to_cart,B,,Lviv,organic,ios
30817,2025-07-11 17:56:05,662,662-20250711-0,visit,,,Lviv,organic,web
30818,2025-07-11 17:58:41,662,662-20250711-0,view_product,A,,Lviv,organic,web
27900,2025-07-11 18:00:43,603,603-20250711-2,visit,,,Dnipro,organic,android
27902,2025-07-11 18:02:10,603,603-20250711-2,view_product,A,,Dnipro,organic,android
30819,2025-07-11 18:02:49,662,662-20250711-0,view_product,C,,Lviv,organic,web
30820,2025-07-11 18:04:53,662,662-20250711-0,view_product,A,,Lviv,organic,web
31222,2025-07-11 18:05:55,671,671-20250711-0,visit,,,Kyiv,organic,android
27901,2025-07-11 18:06:12,603,603-20250711-2,view_product,B,,Dnipro,organic,android
31225,2025-07-11 18:07:59,671,671-20250711-0,view_product,A,,Kyiv,organic,android
31223,2025-07-11 18:08:32,671,671-20250711-0,view_product,A,,Kyiv,organic,android
31224,2025-07-11 18:15:08,671,671-20250711-0,view_product,B,,Kyiv,organic,android
31226,2025-07-11 18:21:33,671,671-20250711-0,add_to_cart,B,,Kyiv,organic,android
747,2025-07-11 18:24:33,18,18-20250711-0,visit,,,Kharkiv,organic,ios
751,2025-07-11 18:26:59,18,18-20250711-0,view_product,A,,Kharkiv,organic,ios
748,2025-07-11 18:28:59,18,18-20250711-0,view_product,B,,Kharkiv,organic,ios
754,2025-07-11 18:29:23,18,18-20250711-0,view_product,A,,Kharkiv,organic,ios
749,2025-07-11 18:29:31,18,18-20250711-0,view_product,C,,Kharkiv,organic,ios
752,2025-07-11 18:31:41,18,18-20250711-0,view_product,A,,Kharkiv,organic,ios
753,2025-07-11 18:32:25,18,18-20250711-0,view_product,D,,Kharkiv,organic,ios
750,2025-07-11 18:34:11,18,18-20250711-0,view_product,B,,Kharkiv,organic,ios
37457,2025-07-11 19:06:30,797,797-20250711-0,visit,,,Odesa,organic,android
37460,2025-07-11 19:07:59,797,797-20250711-0,view_product,B,,Odesa,organic,android
37459,2025-07-11 19:10:38,797,797-20250711-0,view_product,A,,Odesa,organic,android
37462,2025-07-11 19:12:39,797,797-20250711-0,view_product,B,,Odesa,organic,android
37458,2025-07-11 19:15:50,797,797-20250711-0,view_product,A,,Odesa,organic,android
37461,2025-07-11 19:15:54,797,797-20250711-0,view_product,C,,Odesa,organic,android
23138,2025-07-11 20:02:52,492,492-20250711-0,visit,,,Dnipro,organic,web
23139,2025-07-11 20:06:37,492,492-20250711-0,view_product,A,,Dnipro,organic,web
23140,2025-07-11 20:07:01,492,492-20250711-0,view_product,B,,Dnipro,organic,web
36350,2025-07-11 20:08:42,777,777-20250711-0,visit,,,Lviv,ads,android
27896,2025-07-11 20:10:40,603,603-20250711-1,visit,,,Dnipro,organic,android
27898,2025-07-11 20:11:35,603,603-20250711-1,view_product,C,,Dnipro,organic,android
338,2025-07-11 20:15:02,10,10-20250711-0,visit,,,Kyiv,ads,web
36353,2025-07-11 20:15:09,777,777-20250711-0,view_product,B,,Lviv,ads,android
36352,2025-07-11 20:15:58,777,777-20250711-0,view_product,B,,Lviv,ads,android
340,2025-07-11 20:16:25,10,10-20250711-0,view_product,B,,Kyiv,ads,web
36354,2025-07-11 20:16:36,777,777-20250711-0,view_product,D,,Lviv,ads,android
36351,2025-07-11 20:17:11,777,777-20250711-0,view_product,A,,Lviv,ads,android
7972,2025-07-11 20:17:22,181,181-20250711-0,visit,,,Kharkiv,referral,ios
27897,2025-07-11 20:17:22,603,603-20250711-1,view_product,B,,Dnipro,organic,android
27899,2025-07-11 20:18:10,603,603-20250711-1,view_product,D,,Dnipro,organic,android
7976,2025-07-11 20:21:01,181,181-20250711-0,view_product,B,,Kharkiv,referral,ios
7973,2025-07-11 20:21:30,181,181-20250711-0,view_product,D,,Kharkiv,referral,ios
339,2025-07-11 20:23:43,10,10-20250711-0,view_product,B,,Kyiv,ads,web
7975,2025-07-11 20:26:04,181,181-20250711-0,view_product,A,,Kharkiv,referral,ios
7974,2025-07-11 20:26:48,181,181-20250711-0,view_product,C,,Kharkiv,referral,ios
23818,2025-07-11 20:28:31,507,507-20250711-0,visit,,,Dnipro,organic,ios
23819,2025-07-11 20:29:26,507,507-20250711-0,view_product,A,,Dnipro,organic,ios
23821,2025-07-11 20:30:07,507,507-20250711-0,view_product,B,,Dnipro,organic,ios
23822,2025-07-11 20:33:08,507,507-20250711-0,view_product,B,,Dnipro,organic,ios
23820,2025-07-11 20:34:18,507,507-20250711-0,view_product,C,,Dnipro,organic,ios
23823,2025-07-11 20:34:39,507,507-20250711-0,view_product,B,,Dnipro,organic,ios
23824,2025-07-11 20:36:04,507,507-20250711-0,view_product,B,,Dnipro,organic,ios
20372,2025-07-11 20:37:35,437,437-20250711-0,visit,,,Kyiv,ads,android
20373,2025-07-11 20:40:29,437,437-20250711-0,view_product,C,,Kyiv,ads,android
20374,2025-07-11 20:43:03,437,437-20250711-0,view_product,C,,Kyiv,ads,android
20375,2025-07-11 20:46:26,437,437-20250711-0,view_product,B,,Kyiv,ads,android
20376,2025-07-11 20:57:20,437,437-20250711-0,add_to_cart,B,,Kyiv,ads,android
40437,2025-07-11 20:59:50,852,852-20250711-0,visit,,,Lviv,organic,android
40439,2025-07-11 21:00:24,852,852-20250711-0,view_product,D,,Lviv,organic,android
17963,2025-07-11 21:05:13,385,385-20250711-0,visit,,,Kyiv,organic,ios
17965,2025-07-11 21:05:35,385,385-20250711-0,view_product,A,,Kyiv,organic,ios
40441,2025-07-11 21:05:44,852,852-20250711-0,view_product,A,,Lviv,organic,android
17966,2025-07-11 21:07:40,385,385-20250711-0,view_product,B,,Kyiv,organic,ios
35653,2025-07-11 21:07:59,759,759-20250711-0,visit,,,Kyiv,organic,web
20377,2025-07-11 21:08:14,437,437-20250711-0,purchase,B,48.35,Kyiv,ads,android
40438,2025-07-11 21:08:50,852,852-20250711-0,view_product,A,,Lviv,organic,android
40440,2025-07-11 21:09:04,852,852-20250711-0,view_product,B,,Lviv,organic,android
35657,2025-07-11 21:09:04,759,759-20250711-0,view_product,C,,Kyiv,organic,web
35654,2025-07-11 21:09:46,759,759-20250711-0,view_product,A,,Kyiv,organic,web
17964,2025-07-11 21:11:44,385,385-20250711-0,view_product,C,,Kyiv,organic,ios
17967,2025-07-11 21:11:53,385,385-20250711-0,view_product,B,,Kyiv,organic,ios
35656,2025-07-11 21:14:02,759,759-20250711-0,view_product,B,,Kyiv,organic,web
35655,2025-07-11 21:14:21,759,759-20250711-0,view_product,B,,Kyiv,organic,web
23648,2025-07-11 21:20:38,504,504-20250711-0,visit,,,Kyiv,ads,web
23650,2025-07-11 21:27:28,504,504-20250711-0,view_product,A,,Kyiv,ads,web
23649,2025-07-11 21:28:51,504,504-20250711-0,view_product,A,,Kyiv,ads,web
956,2025-07-11 22:12:24,23,23-20250711-0,visit,,,Kyiv,referral,android
959,2025-07-11 22:14:44,23,23-20250711-0,view_product,A,,Kyiv,referral,android
957,2025-07-11 22:17:05,23,23-20250711-0,view_product,B,,Kyiv,referral,android
958,2025-07-11 22:17:50,23,23-20250711-0,view_product,B,,Kyiv,referral,android
960,2025-07-11 22:22:18,23,23-20250711-0,add_to_cart,B,,Kyiv,referral,android
5025,2025-07-11 22:27:30,111,111-20250711-0,visit,,,Kyiv,organic,android
21742,2025-07-11 22:27:47,465,465-20250711-0,visit,,,Dnipro,organic,android
5026,2025-07-11 22:28:11,111,111-20250711-0,view_product,B,,Kyiv,organic,android
21744,2025-07-11 22:28:15,465,465-20250711-0,view_product,B,,Dnipro,organic,android
5028,2025-07-11 22:33:36,111,111-20250711-0,view_product,D,,Kyiv,organic,android
5027,2025-07-11 22:35:18,111,111-20250711-0,view_product,B,,Kyiv,organic,android
21743,2025-07-11 22:35:24,465,465-20250711-0,view_product,A,,Dnipro,organic,android
34204,2025-07-11 22:43:27,731,731-20250711-0,visit,,,Kyiv,ads,ios
27650,2025-07-11 22:45:50,598,598-20250711-0,visit,,,Lviv,organic,ios
34206,2025-07-11 22:48:19,731,731-20250711-0,view_product,A,,Kyiv,ads,ios
34205,2025-07-11 22:48:39,731,731-20250711-0,view_product,D,,Kyiv,ads,ios
27652,2025-07-11 22:54:11,598,598-20250711-0,view_product,D,,Lviv,organic,ios
27651,2025-07-11 22:55:04,598,598-20250711-0,view_product,B,,Lviv,organic,ios
27653,2025-07-11 22:57:17,598,598-20250711-0,add_to_cart,D,,Lviv,organic,ios
9037,2025-07-11 23:04:42,202,202-20250711-0,visit,,,Lviv,ads,ios
9039,2025-07-11 23:06:44,202,202-20250711-0,view_product,C,,Lviv,ads,ios
9038,2025-07-11 23:07:49,202,202-20250711-0,view_product,B,,Lviv,ads,ios
9040,2025-07-11 23:15:25,202,202-20250711-0,add_to_cart,B,,Lviv,ads,ios
17466,2025-07-11 23:17:46,377,377-20250711-0,visit,,,Kharkiv,organic,ios
17469,2025-07-11 23:18:35,377,377-20250711-0,view_product,A,,Kharkiv,organic,ios
17467,2025-07-11 23:19:20,377,377-20250711-0,view_product,C,,Kharkiv,organic,ios
17468,2025-07-11 23:27:10,377,377-20250711-0,view_product,C,,Kharkiv,organic,ios
45560,2025-07-11 23:39:39,958,958-20250711-0,visit,,,Kharkiv,organic,web
45562,2025-07-11 23:42:53,958,958-20250711-0,view_product,B,,Kharkiv,organic,web
45563,2025-07-11 23:45:44,958,958-20250711-0,view_product,A,,Kharkiv,organic,web
45155,2025-07-11 23:46:15,952,952-20250711-0,visit,,,Odesa,organic,web
45561,2025-07-11 23:47:36,958,958-20250711-0,view_product,C,,Kharkiv,organic,web
45159,2025-07-11 23:47:37,952,952-20250711-0,view_product,A,,Odesa,organic,web
45157,2025-07-11 23:48:50,952,952-20250711-0,view_product,A,,Odesa,organic,web
34820,2025-07-11 23:52:49,745,745-20250711-0,visit,,,Odesa,organic,android
45158,2025-07-11 23:54:01,952,952-20250711-0,view_product,D,,Odesa,organic,web
45156,2025-07-11 23:54:35,952,952-20250711-0,view_product,A,,Odesa,organic,web
41447,2025-07-11 23:55:36,877,877-20250711-0,visit,,,Kyiv,ads,android
34822,2025-07-11 23:55:52,745,745-20250711-0,view_product,C,,Odesa,organic,android
34821,2025-07-11 23:57:28,745,745-20250711-0,view_product,A,,Odesa,organic,android
41451,2025-07-11 23:57:57,877,877-20250711-0,add_to_cart,A,,Kyiv,ads,android
41450,2025-07-11 23:58:00,877,877-20250711-0,view_product,A,,Kyiv,ads,android
41448,2025-07-11 23:58:18,877,877-20250711-0,view_product,B,,Kyiv,ads,android
22908,2025-07-11 23:58:30,488,488-20250711-0,visit,,,Kyiv,organic,ios
34823,2025-07-11 23:59:21,745,745-20250711-0,view_product,A,,Odesa,organic,android
41449,2025-07-12 00:00:31,877,877-20250711-0,view_product,D,,Kyiv,ads,android
34371,2025-07-12 00:01:01,734,734-20250712-2,visit,,,Kyiv,organic,ios
34372,2025-07-12 00:02:20,734,734-20250712-2,view_product,A,,Kyiv,organic,ios
22910,2025-07-12 00:02:40,488,488-20250711-0,view_product,A,,Kyiv,organic,ios
22911,2025-07-12 00:02:46,488,488-20250711-0,view_product,C,,Kyiv,organic,ios
13245,2025-07-12 00:04:11,277,277-20250712-0,visit,,,Kyiv,organic,ios
34375,2025-07-12 00:04:57,734,734-20250712-2,purchase,B,41.8,Kyiv,organic,ios
22909,2025-07-12 00:04:58,488,488-20250711-0,view_product,D,,Kyiv,organic,ios
13247,2025-07-12 00:07:19,277,277-20250712-0,view_product,C,,Kyiv,organic,ios
13248,2025-07-12 00:09:13,277,277-20250712-0,view_product,D,,Kyiv,organic,ios
34373,2025-07-12 00:09:41,734,734-20250712-2,view_product,B,,Kyiv,organic,ios
13246,2025-07-12 00:10:33,277,277-20250712-0,view_product,C,,Kyiv,organic,ios
13249,2025-07-12 00:12:59,277,277-20250712-0,add_to_cart,C,,Kyiv,organic,ios
34374,2025-07-12 00:20:29,734,734-20250712-2,add_to_cart,B,,Kyiv,organic,ios
42303,2025-07-12 00:23:57,901,901-20250712-0,visit,,,Kharkiv,organic,web
10352,2025-07-12 00:24:06,225,225-20250712-0,visit,,,Lviv,ads,ios
10354,2025-07-12 00:27:14,225,225-20250712-0,view_product,A,,Lviv,ads,ios
12977,2025-07-12 00:27:40,271,271-20250712-0,visit,,,Odesa,referral,web
12979,2025-07-12 00:28:04,271,271-20250712-0,view_product,B,,Odesa,referral,web
10353,2025-07-12 00:29:54,225,225-20250712-0,view_product,A,,Lviv,ads,ios
42566,2025-07-12 00:30:12,905,905-20250712-0,visit,,,Kyiv,referral,android
12981,2025-07-12 00:30:20,271,271-20250712-0,view_product,C,,Odesa,referral,web
42305,2025-07-12 00:30:46,901,901-20250712-0,view_product,A,,Kharkiv,organic,web
12980,2025-07-12 00:30:49,271,271-20250712-0,view_product,C,,Odesa,referral,web
42306,2025-07-12 00:31:03,901,901-20250712-0,view_product,B,,Kharkiv,organic,web
12978,2025-07-12 00:31:32,271,271-20250712-0,view_product,C,,Odesa,referral,web
42304,2025-07-12 00:31:35,901,901-20250712-0,view_product,A,,Kharkiv,organic,web
10355,2025-07-12 00:31:57,225,225-20250712-0,view_product,A,,Lviv,ads,ios
42568,2025-07-12 00:32:05,905,905-20250712-0,view_product,B,,Kyiv,referral,android
12982,2025-07-12 00:32:56,271,271-20250712-0,view_product,D,,Odesa,referral,web
42569,2025-07-12 00:33:02,905,905-20250712-0,view_product,A,,Kyiv,referral,android
42570,2025-07-12 00:33:47,905,905-20250712-0,view_product,C,,Kyiv,referral,android
42567,2025-07-12 00:39:53,905,905-20250712-0,view_product,B,,Kyiv,referral,android
27693,2025-07-12 00:52:05,600,600-20250712-0,visit,,,Kharkiv,organic,ios
27694,2025-07-12 00:55:10,600,600-20250712-0,view_product,A,,Kharkiv,organic,ios
27695,2025-07-12 01:00:26,600,600-20250712-0,view_product,B,,Kharkiv,organic,ios
4625,2025-07-12 01:05:09,101,101-20250712-0,visit,,,Kyiv,ads,web
27696,2025-07-12 01:05:15,600,600-20250712-0,add_to_cart,A,,Kharkiv,organic,ios
4626,2025-07-12 01:09:34,101,101-20250712-0,view_product,A,,Kyiv,ads,web
4627,2025-07-12 01:11:02,101,101-20250712-0,view_product,A,,Kyiv,ads,web
4628,2025-07-12 01:12:33,101,101-20250712-0,view_product,A,,Kyiv,ads,web
23834,2025-07-12 01:13:15,507,507-20250712-2,visit,,,Dnipro,organic,ios
23837,2025-07-12 01:16:26,507,507-20250712-2,view_product,A,,Dnipro,organic,ios
23838,2025-07-12 01:17:38,507,507-20250712-2,view_product,A,,Dnipro,organic,ios
23836,2025-07-12 01:18:11,507,507-20250712-2,view_product,A,,Dnipro,organic,ios
27697,2025-07-12 01:20:12,600,600-20250712-0,purchase,A,25.87,Kharkiv,organic,ios
23835,2025-07-12 01:21:43,507,507-20250712-2,view_product,B,,Dnipro,organic,ios
36528,2025-07-12 01:41:22,780,780-20250712-0,visit,,,Kharkiv,referral,web
36531,2025-07-12 01:46:40,780,780-20250712-0,view_product,B,,Kharkiv,referral,web
36529,2025-07-12 01:47:40,780,780-20250712-0,view_product,D,,Kharkiv,referral,web
36530,2025-07-12 01:51:18,780,780-20250712-0,view_product,A,,Kharkiv,referral,web
25668,2025-07-12 01:54:55,552,552-20250712-1,visit,,,Kyiv,organic,android
25671,2025-07-12 01:59:47,552,552-20250712-1,view_product,B,,Kyiv,organic,android
25670,2025-07-12 02:01:20,552,552-20250712-1,view_product,A,,Kyiv,organic,android
25669,2025-07-12 02:01:38,552,552-20250712-1,view_product,A,,Kyiv,organic,android
41452,2025-07-12 02:12:26,877,877-20250712-0,visit,,,Kyiv,ads,android
41454,2025-07-12 02:14:50,877,877-20250712-0,view_product,B,,Kyiv,ads,android
41453,2025-07-12 02:18:44,877,877-20250712-0,view_product,A,,Kyiv,ads,android
30280,2025-07-12 02:33:58,654,654-20250712-0,visit,,,Kyiv,ads,android
30281,2025-07-12 02:34:09,654,654-20250712-0,view_product,B,,Kyiv,ads,android
30282,2025-07-12 02:35:50,654,654-20250712-0,view_product,B,,Kyiv,ads,android
30283,2025-07-12 02:38:15,654,654-20250712-0,view_product,A,,Kyiv,ads,android
30285,2025-07-12 02:41:47,654,654-20250712-0,view_product,A,,Kyiv,ads,android
30284,2025-07-12 02:42:16,654,654-20250712-0,view_product,A,,Kyiv,ads,android
30286,2025-07-12 02:49:40,654,654-20250712-0,add_to_cart,A,,Kyiv,ads,android
46778,2025-07-12 03:03:58,980,980-20250712-0,visit,,,Kyiv,organic,ios
46781,2025-07-12 03:06:31,980,980-20250712-0,view_product,A,,Kyiv,organic,ios
46782,2025-07-12 03:09:34,980,980-20250712-0,view_product,C,,Kyiv,organic,ios
46780,2025-07-12 03:10:21,980,980-20250712-0,view_product,A,,Kyiv,organic,ios
46779,2025-07-12 03:10:37,980,980-20250712-0,view_product,A,,Kyiv,organic,ios
30287,2025-07-12 03:11:35,654,654-20250712-0,purchase,A,36.55,Kyiv,ads,android
33319,2025-07-12 04:09:41,716,716-20250712-0,visit,,,Odesa,organic,ios
12078,2025-07-12 04:10:10,257,257-20250712-2,visit,,,Kyiv,organic,ios
33321,2025-07-12 04:10:18,716,716-20250712-0,view_product,C,,Odesa,organic,ios
47321,2025-07-12 04:10:59,991,991-20250712-0,visit,,,Kyiv,ads,android
33320,2025-07-12 04:12:51,716,716-20250712-0,view_product,C,,Odesa,organic,ios
43942,2025-07-12 04:13:19,930,930-20250712-0,visit,,,Lviv,referral,ios
12079,2025-07-12 04:14:14,257,257-20250712-2,view_product,C,,Kyiv,organic,ios
12080,2025-07-12 04:14:54,257,257-20250712-2,view_product,B,,Kyiv,organic,ios
43944,2025-07-12 04:15:13,930,930-20250712-0,view_product,B,,Lviv,referral,ios
33322,2025-07-12 04:15:23,716,716-20250712-0,view_product,B,,Odesa,organic,ios
47323,2025-07-12 04:16:07,991,991-20250712-0,view_product,C,,Kyiv,ads,android
47325,2025-07-12 04:16:41,991,991-20250712-0,add_to_cart,A,,Kyiv,ads,android
47322,2025-07-12 04:17:24,991,991-20250712-0,view_product,C,,Kyiv,ads,android
47324,2025-07-12 04:17:54,991,991-20250712-0,view_product,A,,Kyiv,ads,android
43943,2025-07-12 04:20:17,930,930-20250712-0,view_product,D,,Lviv,referral,ios
25665,2025-07-12 04:38:22,552,552-20250712-0,visit,,,Kyiv,organic,android
47326,2025-07-12 04:39:14,991,991-20250712-0,purchase,A,28.62,Kyiv,ads,android
25666,2025-07-12 04:42:38,552,552-20250712-0,view_product,A,,Kyiv,organic,android
25667,2025-07-12 04:46:38,552,552-20250712-0,view_product,C,,Kyiv,organic,android
28135,2025-07-12 04:54:00,608,608-20250712-2,visit,,,Kyiv,organic,ios
28137,2025-07-12 04:54:30,608,608-20250712-2,view_product,C,,Kyiv,organic,ios
45904,2025-07-12 04:56:24,963,963-20250712-0,visit,,,Kyiv,referral,web
28136,2025-07-12 04:56:33,608,608-20250712-2,view_product,B,,Kyiv,organic,ios
45907,2025-07-12 04:56:42,963,963-20250712-0,view_product,D,,Kyiv,referral,web
45906,2025-07-12 05:01:03,963,963-20250712-0,view_product,B,,Kyiv,referral,web
45905,2025-07-12 05:01:48,963,963-20250712-0,view_product,A,,Kyiv,referral,web
29002,2025-07-12 05:17:56,627,627-20250712-0,visit,,,Kyiv,organic,android
29003,2025-07-12 05:18:13,627,627-20250712-0,view_product,D,,Kyiv,organic,android
44313,2025-07-12 05:22:58,937,937-20250712-0,visit,,,Kyiv,ads,web
44314,2025-07-12 05:32:15,937,937-20250712-0,view_product,A,,Kyiv,ads,web
24850,2025-07-12 05:49:20,534,534-20250712-1,visit,,,Kyiv,ads,web
24851,2025-07-12 05:50:29,534,534-20250712-1,view_product,A,,Kyiv,ads,web
24842,2025-07-12 05:56:20,534,534-20250712-0,visit,,,Kyiv,ads,web
24844,2025-07-12 05:57:23,534,534-20250712-0,view_product,B,,Kyiv,ads,web
24849,2025-07-12 05:59:53,534,534-20250712-0,view_product,A,,Kyiv,ads,web
24848,2025-07-12 06:01:12,534,534-20250712-0,view_product,C,,Kyiv,ads,web
24845,2025-07-12 06:01:15,534,534-20250712-0,view_product,B,,Kyiv,ads,web
24847,2025-07-12 06:02:31,534,534-20250712-0,view_product,A,,Kyiv,ads,web
11712,2025-07-12 06:02:34,248,248-20250712-0,visit,,,Lviv,ads,android
24843,2025-07-12 06:03:37,534,534-20250712-0,view_product,D,,Kyiv,ads,web
24846,2025-07-12 06:05:35,534,534-20250712-0,view_product,D,,Kyiv,ads,web
11713,2025-07-12 06:07:05,248,248-20250712-0,view_product,B,,Lviv,ads,android
34207,2025-07-12 06:14:09,731,731-20250712-0,visit,,,Kyiv,ads,ios
11714,2025-07-12 06:20:46,248,248-20250712-0,add_to_cart,B,,Lviv,ads,android
34208,2025-07-12 06:21:16,731,731-20250712-0,view_product,B,,Kyiv,ads,ios
36710,2025-07-12 06:21:45,782,782-20250712-0,visit,,,Kyiv,organic,android
36713,2025-07-12 06:22:40,782,782-20250712-0,view_product,C,,Kyiv,organic,android
36714,2025-07-12 06:26:37,782,782-20250712-0,view_product,C,,Kyiv,organic,android
36715,2025-07-12 06:27:20,782,782-20250712-0,view_product,C,,Kyiv,organic,android
36712,2025-07-12 06:28:12,782,782-20250712-0,view_product,C,,Kyiv,organic,android
36711,2025-07-12 06:29:44,782,782-20250712-0,view_product,B,,Kyiv,organic,android
35658,2025-07-12 06:32:10,759,759-20250712-0,visit,,,Kyiv,organic,web
11715,2025-07-12 06:41:39,248,248-20250712-0,purchase,B,52.33,Lviv,ads,android
35659,2025-07-12 06:41:44,759,759-20250712-0,view_product,A,,Kyiv,organic,web
3357,2025-07-12 06:49:43,74,74-20250712-0,visit,,,Kharkiv,ads,android
36456,2025-07-12 06:50:48,779,779-20250712-0,visit,,,Odesa,organic,web
3358,2025-07-12 06:51:01,74,74-20250712-0,view_product,B,,Kharkiv,ads,android
36457,2025-07-12 06:52:20,779,779-20250712-0,view_product,B,,Odesa,organic,web
3361,2025-07-12 06:52:25,74,74-20250712-0,add_to_cart,C,,Kharkiv,ads,android
36458,2025-07-12 06:53:16,779,779-20250712-0,view_product,B,,Odesa,organic,web
3359,2025-07-12 06:56:11,74,74-20250712-0,view_product,C,,Kharkiv,ads,android
3360,2025-07-12 06:58:39,74,74-20250712-0,view_product,C,,Kharkiv,ads,android
34630,2025-07-12 06:58:42,741,741-20250712-0,visit,,,Odesa,referral,ios
34632,2025-07-12 07:02:26,741,741-20250712-0,add_to_cart,A,,Odesa,referral,ios
34631,2025-07-12 07:04:10,741,741-20250712-0,view_product,A,,Odesa,referral,ios
8085,2025-07-12 07:06:00,182,182-20250712-0,visit,,,Kyiv,organic,android
33552,2025-07-12 07:07:49,720,720-20250712-0,visit,,,Lviv,referral,ios
33555,2025-07-12 07:09:16,720,720-20250712-0,view_product,B,,Lviv,referral,ios
8090,2025-07-12 07:10:08,182,182-20250712-0,view_product,A,,Kyiv,organic,android
8086,2025-07-12 07:11:21,182,182-20250712-0,view_product,A,,Kyiv,organic,android
8087,2025-07-12 07:11:55,182,182-20250712-0,view_product,B,,Kyiv,organic,android
41549,2025-07-12 07:13:05,878,878-20250712-0,visit,,,Lviv,organic,android
41551,2025-07-12 07:13:20,878,878-20250712-0,view_product,A,,Lviv,organic,android
33554,2025-07-12 07:13:41,720,720-20250712-0,view_product,B,,Lviv,referral,ios
3362,2025-07-12 07:14:06,74,74-20250712-0,purchase,C,136.68,Kharkiv,ads,android
8089,2025-07-12 07:14:17,182,182-20250712-0,view_product,A,,Kyiv,organic,android
8088,2025-07-12 07:14:36,182,182-20250712-0,view_product,A,,Kyiv,organic,android
33553,2025-07-12 07:17:22,720,720-20250712-0,view_product,D,,Lviv,referral,ios
41550,2025-07-12 07:18:35,878,878-20250712-0,view_product,C,,Lviv,organic,android
41552,2025-07-12 07:19:32,878,878-20250712-0,view_product,B,,Lviv,organic,android
34633,2025-07-12 07:23:11,741,741-20250712-0,purchase,A,24.43,Odesa,referral,ios
25602,2025-07-12 07:24:11,551,551-20250712-0,visit,,,Lviv,organic,android
25604,2025-07-12 07:24:22,551,551-20250712-0,view_product,A,,Lviv,organic,android
25746,2025-07-12 07:27:52,553,553-20250712-0,visit,,,Kyiv,organic,web
13730,2025-07-12 07:29:12,289,289-20250712-0,visit,,,Kharkiv,referral,web
25749,2025-07-12 07:29:18,553,553-20250712-0,view_product,A,,Kyiv,organic,web
25747,2025-07-12 07:30:24,553,553-20250712-0,view_product,C,,Kyiv,organic,web
25605,2025-07-12 07:31:01,551,551-20250712-0,view_product,B,,Lviv,organic,android
25603,2025-07-12 07:31:11,551,551-20250712-0,view_product,A,,Lviv,organic,android
9872,2025-07-12 07:31:13,217,217-20250712-0,visit,,,Odesa,organic,web
25748,2025-07-12 07:32:05,553,553-20250712-0,view_product,A,,Kyiv,organic,web
25750,2025-07-12 07:32:24,553,553-20250712-0,add_to_cart,C,,Kyiv,organic,web
9875,2025-07-12 07:34:31,217,217-20250712-0,view_product,A,,Odesa,organic,web
13731,2025-07-12 07:34:33,289,289-20250712-0,view_product,B,,Kharkiv,referral,web
9873,2025-07-12 07:35:01,217,217-20250712-0,view_product,C,,Odesa,organic,web
47280,2025-07-12 07:35:27,990,990-20250712-0,visit,,,Kyiv,ads,android
47281,2025-07-12 07:39:50,990,990-20250712-0,view_product,B,,Kyiv,ads,android
